goal	rule	score
serves(X5, L15)	serves(lyra_thornvale, caelan_solaris)	0
parent(mira_riverwyn, Z10)	parent(mira_riverwyn, theron_lunaris)	0
lives_in(X3, S3)	lives_in(selene_lunaris, rivermeet_hall)	0
parent(leon_lunaris, Z4)	parent(leon_lunaris, nyra_lunaris)	0
located_in(S4, R4)	located_in(moonwatch_castle, sunreach)	0
parent(sylvi_emberfall, Z10)	parent(sylvi_emberfall, theron_lunaris)	0
part_of(stonecoast, B4)	part_of(stonecoast, northern_realm)	0
serves(X10, L110)	serves(L19, maeve_solaris)	0
part_of(R11, moonfen)	part_of(cinderlands, moonfen)	0
serves(L17, L27)	serves(darian_stoneward, Z)	0
serves(aelric_solaris, L12)	serves(aelric_solaris, wren_thornvale)	0
lives_in(X2, S2)	lives_in(iris_lunaris, rivermeet_hall)	0
resident_of(brom_emberfall, Z)	resident_of(X, R) :- lives_in(X, S), located_in(S, R1), part_of(R1, R)	0
located_in(S6, R16)	located_in(goldmarket, northern_realm)	0
serves(X7, L17)	serves(selene_lunaris, kellan_riverwyn)	0
member_of_house(theron_lunaris, house_emberfall)	member_of_house(theron_lunaris, house_emberfall)	0
parent(leon_lunaris, Z4)	parent(leon_lunaris, galen_stoneward)	0
located_in(S3, R13)	located_in(mistharbor, western_realm)	0
lives_in(X4, S4)	lives_in(faye_thornvale, rivermeet_hall)	0
lives_in(isolde_thornvale, S4)	lives_in(isolde_thornvale, moonwatch_castle)	0
serves(toren_emberfall, L112)	serves(toren_emberfall, liora_solaris)	0
member_of_house(X4, house_stoneward)	member_of_house(maeve_solaris, house_stoneward)	0
parent(maeve_solaris, Z2)	parent(maeve_solaris, tessa_stoneward)	0
parent(faye_thornvale, Z4)	parent(faye_thornvale, brom_emberfall)	0
connected_region(cinderlands, L2)	connected_region(A, C) :- road(A, B), connected_region(B, C)	0
serves(X12, L112)	serves(darian_stoneward, owen_stoneward)	0
lives_in(nella_riverwyn, S3)	lives_in(nella_riverwyn, ashport)	0
located_in(S0, R10)	located_in(reedcross, southern_realm)	0
parent(Z0, kaela_emberfall)	parent(Z0, kaela_emberfall)	0
parent(sylvi_emberfall, Z5)	parent(sylvi_emberfall, isolde_thornvale)	0
lives_in(X4, S4)	lives_in(wren_thornvale, mistharbor)	0
parent(seris_solaris, Z10)	parent(seris_solaris, isolde_thornvale)	0
parent(maeve_solaris, Z11)	parent(maeve_solaris, evan_riverwyn)	0
parent(B, orion_solaris)	parent(B, orion_solaris)	0
lives_in(galen_stoneward, S7)	lives_in(galen_stoneward, greenhollow)	0
lives_in(briar_thornvale, S4)	lives_in(briar_thornvale, stonegate_keep)	0
located_in(S6, R16)	located_in(emberfall_hold, eastern_realm)	0
parent(sylvi_emberfall, Z12)	parent(sylvi_emberfall, cedric_thornvale)	0
ancestor(darius_solaris, L3)	ancestor(X, Y) :- parent(X, Y)	0
lives_in(X4, S4)	lives_in(caelan_solaris, reedcross)	0
serves(maris_riverwyn, L12)	serves(maris_riverwyn, petra_stoneward)	0
resident_of(kaela_emberfall, B)	resident_of(X, R) :- lives_in(X, S), located_in(S, R1), part_of(R1, R)	0
member_of_house(X5, house_solaris)	member_of_house(leon_lunaris, house_solaris)	0
parent(cedric_thornvale, Z10)	parent(cedric_thornvale, petra_stoneward)	0
parent(owen_stoneward, Z12)	parent(owen_stoneward, rowan_thornvale)	0
lives_in(X4, S4)	lives_in(briar_thornvale, greenhollow)	0
road(cinderlands, B9)	road(cinderlands, stonecoast)	0
located_in(sunspire_keep, R12)	located_in(sunspire_keep, thornwood)	0
serves(X13, L113)	serves(selene_lunaris, nella_riverwyn)	0
parent(darius_solaris, Z3)	parent(darius_solaris, myra_emberfall)	0
parent(ash_thornvale, Z10)	parent(ash_thornvale, darian_stoneward)	0
lives_in(X2, S2)	lives_in(nella_riverwyn, greenhollow)	0
parent(ren_emberfall, Z11)	parent(ren_emberfall, theron_lunaris)	0
lives_in(ash_thornvale, S4)	lives_in(ash_thornvale, rivermeet_hall)	0
serves(X12, L112)	serves(maris_riverwyn, wren_thornvale)	0
parent(talia_lunaris, Z10)	parent(talia_lunaris, orion_solaris)	0
lives_in(X4, S4)	lives_in(darius_solaris, thornvale_manor)	0
resident_of(theron_lunaris, Z)	resident_of(X, R) :- lives_in(X, S), located_in(S, R)	0
parent(cassian_lunaris, Z9)	parent(cassian_lunaris, orion_solaris)	0
parent(aelric_solaris, Z12)	parent(aelric_solaris, rowan_thornvale)	0
located_in(S0, R10)	located_in(granite_bay, cinderlands)	0
serves(X8, L18)	serves(L17, talia_lunaris)	0
part_of(R17, R7)	part_of(stonecoast, riverlands)	0
parent(wren_thornvale, Z12)	parent(wren_thornvale, evan_riverwyn)	0
parent(ash_thornvale, Z11)	parent(ash_thornvale, tessa_stoneward)	0
located_in(S7, R17)	located_in(mistharbor, western_realm)	0
part_of(R15, R5)	part_of(riverlands, eastern_realm)	0
parent(sylvi_emberfall, Z4)	parent(sylvi_emberfall, cassian_lunaris)	0
lives_in(X7, S7)	lives_in(selene_lunaris, rivermeet_hall)	0
parent(sylvi_emberfall, Z3)	parent(sylvi_emberfall, toren_emberfall)	0
resident_of(Y, moonfen)	resident_of(X, R) :- lives_in(X, S), located_in(S, R1), part_of(R1, R)	0
lives_in(cedric_thornvale, S4)	lives_in(cedric_thornvale, rivermeet_hall)	0
located_in(S2, R12)	located_in(reedcross, cinderlands)	0
connected_region(moonfen, H)	connected_region(A, C) :- road(A, B), connected_region(B, C)	0
parent(kellan_riverwyn, Z4)	parent(kellan_riverwyn, alina_riverwyn)	0
lives_in(X2, S2)	lives_in(aelric_solaris, moonwatch_castle)	0
parent(Z1, elara_solaris)	parent(Z1, elara_solaris)	0
parent(maris_riverwyn, Z11)	parent(maris_riverwyn, orion_solaris)	0
located_in(S3, R13)	located_in(moonwatch_castle, thornwood)	0
parent(mira_riverwyn, Z4)	parent(mira_riverwyn, petra_stoneward)	0
ancestor(caelan_solaris, S)	ancestor(X, Y) :- parent(X, Y)	0
member_of_house(cedric_thornvale, Z)	member_of_house(cedric_thornvale, southern_realm)	0
lives_in(pyr_emberfall, S3)	lives_in(pyr_emberfall, moonwatch_castle)	0
ancestor(rhea_riverwyn, B)	ancestor(X, Y) :- parent(X, Z), ancestor(Z, Y)	0
parent(aelric_solaris, Z0)	parent(aelric_solaris, tessa_stoneward)	0
ancestor(maeve_solaris, C)	ancestor(X, Y) :- parent(X, Z), ancestor(Z, Y)	0
serves(X5, L15)	serves(lyra_thornvale, myra_emberfall)	0
part_of(R19, R9)	part_of(stonecoast, stonecoast)	0
serves(X13, L113)	serves(toren_emberfall, nella_riverwyn)	0
lives_in(X7, S7)	lives_in(toren_emberfall, granite_bay)	0
serves(X12, L112)	serves(selene_lunaris, pyr_emberfall)	0
parent(C, Z1)	parent(C, alina_riverwyn)	0
parent(nella_riverwyn, Z2)	parent(nella_riverwyn, corin_riverwyn)	0
sworn_to(house_lunaris, house_stoneward)	sworn_to(house_lunaris, house_stoneward)	0
part_of(stonecoast, B4)	part_of(stonecoast, western_realm)	0
lives_in(darius_solaris, S2)	lives_in(darius_solaris, rivermeet_hall)	0
parent(caelan_solaris, alina_riverwyn)	parent(caelan_solaris, alina_riverwyn)	0
parent(ash_thornvale, Z12)	parent(ash_thornvale, corin_riverwyn)	0
parent(darius_solaris, Z11)	parent(darius_solaris, darian_stoneward)	0
serves(lyra_thornvale, L112)	serves(lyra_thornvale, evan_riverwyn)	0
parent(ren_emberfall, Z11)	parent(ren_emberfall, maris_riverwyn)	0
parent(maris_riverwyn, Z11)	parent(maris_riverwyn, alina_riverwyn)	0
serves(X11, L111)	serves(aelric_solaris, darius_solaris)	0
lives_in(X3, S3)	lives_in(pyr_emberfall, thornvale_manor)	0
lives_in(X4, S4)	lives_in(orion_solaris, moonwatch_castle)	0
serves(L13, L14)	serves(L13, talia_lunaris)	0
serves(maris_riverwyn, L12)	serves(maris_riverwyn, kara_stoneward)	0
lives_in(L, S1)	lives_in(southern_realm, stonegate_keep)	0
parent(iris_lunaris, Z11)	parent(iris_lunaris, nyra_lunaris)	0
road(riverlands, B2)	road(riverlands, thornwood)	0
lives_in(X7, S7)	lives_in(selene_lunaris, goldmarket)	0
located_in(S3, R13)	located_in(granite_bay, thornwood)	0
parent(cassian_lunaris, Z4)	parent(cassian_lunaris, isolde_thornvale)	0
fealty_chain(aelric_solaris, Z)	fealty_chain(X, L3) :- serves(X, L1), fealty_chain(L1, L3)	0
parent(mira_riverwyn, Z4)	parent(mira_riverwyn, myra_emberfall)	0
resident_of(brom_emberfall, B)	resident_of(X, R) :- lives_in(X, S), located_in(S, R1), part_of(R1, R)	0
parent(caelan_solaris, Z2)	parent(caelan_solaris, nyra_lunaris)	0
parent(cedric_thornvale, Z11)	parent(cedric_thornvale, brom_emberfall)	0
parent(aelric_solaris, Z4)	parent(aelric_solaris, brom_emberfall)	0
located_in(S5, R5)	located_in(emberfall_hold, southern_realm)	0
serves(X12, L112)	serves(toren_emberfall, nash_stoneward)	0
serves(L12, L13)	serves(L12, pyr_emberfall)	0
located_in(S7, R17)	located_in(thornvale_manor, cinderlands)	0
road(southern_realm, riverlands)	road(southern_realm, riverlands)	0
serves(L111, L112)	serves(L111, cedric_thornvale)	0
road(cinderlands, cinderlands)	road(cinderlands, cinderlands)	0
serves(X8, L18)	serves(darian_stoneward, owen_stoneward)	0
parent(darian_stoneward, Z11)	parent(darian_stoneward, orion_solaris)	0
parent(maeve_solaris, Z11)	parent(maeve_solaris, alina_riverwyn)	0
serves(maris_riverwyn, L12)	serves(maris_riverwyn, rhea_riverwyn)	0
serves(X12, L112)	serves(L111, rhea_riverwyn)	0
parent(C, Z0)	parent(C, brom_emberfall)	0
part_of(R19, R9)	part_of(moonfen, thornwood)	0
located_in(S1, R1)	located_in(moonwatch_castle, cassian_lunaris)	0
parent(lyra_thornvale, Z12)	parent(lyra_thornvale, alina_riverwyn)	0
resident_of(D, eastern_realm)	resident_of(X, R) :- lives_in(X, S), located_in(S, R)	0
resident_of(ren_emberfall, Z)	resident_of(X, R) :- lives_in(X, S), located_in(S, R)	0
serves(X10, L110)	serves(maris_riverwyn, mira_riverwyn)	0
lives_in(X8, S8)	lives_in(kaela_emberfall, thornvale_manor)	0
located_in(S3, R13)	located_in(greenhollow, cinderlands)	0
parent(sylvi_emberfall, Z9)	parent(sylvi_emberfall, selene_lunaris)	0
parent(nash_stoneward, Z11)	parent(nash_stoneward, darian_stoneward)	0
serves(X5, L15)	serves(L14, liora_solaris)	0
seat_of(H2, S2)	seat_of(house_stoneward, reedcross)	0
parent(nella_riverwyn, Z3)	parent(nella_riverwyn, galen_stoneward)	0
lives_in(X7, S7)	lives_in(myra_emberfall, moonwatch_castle)	0
serves(selene_lunaris, L14)	serves(selene_lunaris, rhea_riverwyn)	0
parent(toren_emberfall, Z12)	parent(toren_emberfall, theron_lunaris)	0
part_of(R15, R5)	part_of(stonecoast, eastern_realm)	0
part_of(R15, thornwood)	part_of(cinderlands, thornwood)	0
serves(X8, L18)	serves(darian_stoneward, petra_stoneward)	0
parent(aelric_solaris, Z12)	parent(aelric_solaris, petra_stoneward)	0
lives_in(rhea_riverwyn, S3)	lives_in(rhea_riverwyn, stonegate_keep)	0
serves(X9, L19)	serves(darian_stoneward, ash_thornvale)	0
parent(pyr_emberfall, Z3)	parent(pyr_emberfall, corin_riverwyn)	0
parent(talia_lunaris, Z11)	parent(talia_lunaris, brom_emberfall)	0
serves(X9, L19)	serves(toren_emberfall, wren_thornvale)	0
parent(toren_emberfall, Z12)	parent(toren_emberfall, kaela_emberfall)	0
serves(X13, L113)	serves(selene_lunaris, petra_stoneward)	0
lives_in(myra_emberfall, S4)	lives_in(myra_emberfall, ashport)	0
parent(maris_riverwyn, Z3)	parent(maris_riverwyn, orion_solaris)	0
parent(maris_riverwyn, Z12)	parent(maris_riverwyn, toren_emberfall)	0
ancestor(A, S)	ancestor(X, Y) :- parent(X, Y)	0
parent(aelric_solaris, Z12)	parent(aelric_solaris, selene_lunaris)	0
serves(lyra_thornvale, L111)	serves(lyra_thornvale, bram_stoneward)	0
lives_in(darius_solaris, S4)	lives_in(darius_solaris, sunspire_keep)	0
located_in(S3, R3)	located_in(emberfall_hold, moonfen)	0
lives_in(X4, S4)	lives_in(orion_solaris, reedcross)	0
located_in(S0, R10)	located_in(stonegate_keep, sunreach)	0
serves(X5, L15)	serves(maris_riverwyn, mira_riverwyn)	0
serves(X5, L15)	serves(aelric_solaris, bram_stoneward)	0
part_of(R19, R9)	part_of(R19, riverlands)	0
serves(X13, L113)	serves(lyra_thornvale, ren_emberfall)	0
part_of(B3, B4)	part_of(B3, cinderlands)	0
resident_of(galen_stoneward, stonecoast)	resident_of(X, R) :- lives_in(X, S), located_in(S, R1), part_of(R1, R)	0
ancestor(nella_riverwyn, R1)	ancestor(X, Y) :- parent(X, Y)	0
member_of_house(maris_riverwyn, house_emberfall)	member_of_house(maris_riverwyn, house_emberfall)	0
serves(X2, L12)	serves(maris_riverwyn, sylvi_emberfall)	0
serves(X5, L15)	serves(lyra_thornvale, petra_stoneward)	0
serves(X9, L19)	serves(darian_stoneward, cedric_thornvale)	0
parent(darian_stoneward, Z12)	parent(darian_stoneward, elara_solaris)	0
parent(maeve_solaris, Z11)	parent(maeve_solaris, cassian_lunaris)	0
lives_in(cedric_thornvale, S7)	lives_in(cedric_thornvale, mistharbor)	0
serves(X9, L19)	serves(lyra_thornvale, evan_riverwyn)	0
parent(Z8, Z9)	parent(Z8, orion_solaris)	0
parent(owen_stoneward, Z3)	parent(owen_stoneward, isolde_thornvale)	0
serves(X8, L18)	serves(selene_lunaris, pyr_emberfall)	0
parent(darian_stoneward, Z10)	parent(darian_stoneward, myra_emberfall)	0
serves(maris_riverwyn, L111)	serves(maris_riverwyn, ash_thornvale)	0
located_in(S7, R17)	located_in(ashport, central_realm)	0
lives_in(X2, S2)	lives_in(maris_riverwyn, goldmarket)	0
parent(darius_solaris, Z2)	parent(darius_solaris, theron_lunaris)	0
parent(petra_stoneward, Z9)	parent(petra_stoneward, maeve_solaris)	0
parent(rhea_riverwyn, Z12)	parent(rhea_riverwyn, elara_solaris)	0
serves(X5, L15)	serves(aelric_solaris, ash_thornvale)	0
lives_in(X3, S3)	lives_in(caelan_solaris, ashport)	0
located_in(S6, R16)	located_in(moonwatch_castle, southern_realm)	0
member_of_house(X5, house_stoneward)	member_of_house(aelric_solaris, house_stoneward)	0
lives_in(vessa_lunaris, S7)	lives_in(vessa_lunaris, granite_bay)	0
located_in(S2, R12)	located_in(mistharbor, southern_realm)	0
serves(X10, L110)	serves(L19, nella_riverwyn)	0
parent(cassian_lunaris, Z3)	parent(cassian_lunaris, galen_stoneward)	0
parent(evan_riverwyn, Z3)	parent(evan_riverwyn, lyra_thornvale)	0
lives_in(X8, S8)	lives_in(cedric_thornvale, granite_bay)	0
road(northern_realm, B5)	road(northern_realm, sunreach)	0
parent(maeve_solaris, Z12)	parent(maeve_solaris, maris_riverwyn)	0
located_in(S3, R13)	located_in(S3, central_realm)	0
serves(selene_lunaris, L111)	serves(selene_lunaris, petra_stoneward)	0
serves(X13, L113)	serves(L112, pyr_emberfall)	0
parent(liora_solaris, isolde_thornvale)	parent(liora_solaris, isolde_thornvale)	0
lives_in(vessa_lunaris, S2)	lives_in(vessa_lunaris, rivermeet_hall)	0
parent(petra_stoneward, Z4)	parent(petra_stoneward, corin_riverwyn)	0
ancestor(lyra_thornvale, B)	ancestor(X, Y) :- parent(X, Y)	0
lives_in(X7, S7)	lives_in(corin_riverwyn, mistharbor)	0
parent(selene_lunaris, Z4)	parent(selene_lunaris, selene_lunaris)	0
parent(kara_stoneward, Z10)	parent(kara_stoneward, darian_stoneward)	0
lives_in(X4, S4)	lives_in(caelan_solaris, moonwatch_castle)	0
lives_in(X4, S4)	lives_in(iris_lunaris, ashport)	0
lives_in(X2, S2)	lives_in(owen_stoneward, rivermeet_hall)	0
serves(aelric_solaris, L12)	serves(aelric_solaris, rhea_riverwyn)	0
parent(darius_solaris, Z2)	parent(darius_solaris, tessa_stoneward)	0
resident_of(selene_lunaris, sunreach)	resident_of(X, R) :- lives_in(X, S), located_in(S, R1), part_of(R1, R)	0
serves(L14, L24)	serves(maris_riverwyn, A)	0
serves(X8, L18)	serves(toren_emberfall, nash_stoneward)	0
lives_in(X4, S4)	lives_in(toren_emberfall, sunspire_keep)	0
lives_in(caelan_solaris, S2)	lives_in(caelan_solaris, rivermeet_hall)	0
parent(caelan_solaris, Z11)	parent(caelan_solaris, brom_emberfall)	0
parent(Z11, Z12)	parent(Z11, orion_solaris)	0
lives_in(X8, S8)	lives_in(maeve_solaris, moonwatch_castle)	0
parent(kellan_riverwyn, theron_lunaris)	parent(kellan_riverwyn, theron_lunaris)	0
located_in(S4, R4)	located_in(sunspire_keep, cinderlands)	0
parent(maeve_solaris, Z9)	parent(maeve_solaris, toren_emberfall)	0
parent(liora_solaris, Z3)	parent(liora_solaris, brom_emberfall)	0
parent(mira_riverwyn, Z11)	parent(mira_riverwyn, petra_stoneward)	0
ancestor(myra_emberfall, B)	ancestor(X, Y) :- parent(X, Y)	0
influence(house_stoneward, Z)	influence(H, R) :- member_of_house(X, H), resident_of(X, R)	0
located_in(S5, R5)	located_in(thornvale_manor, western_realm)	0
part_of(northern_realm, B7)	part_of(northern_realm, riverlands)	0
serves(X10, L110)	serves(L19, wren_thornvale)	0
lives_in(X8, S8)	lives_in(maeve_solaris, stonegate_keep)	0
parent(Z10, Z11)	parent(Z10, nyra_lunaris)	0
lives_in(cassian_lunaris, S7)	lives_in(cassian_lunaris, granite_bay)	0
seat_of(house_lunaris, S2)	seat_of(house_lunaris, goldmarket)	0
parent(nella_riverwyn, Z4)	parent(nella_riverwyn, cassian_lunaris)	0
ancestor(selene_lunaris, S)	ancestor(X, Y) :- parent(X, Z), ancestor(Z, Y)	0
parent(pyr_emberfall, tessa_stoneward)	parent(pyr_emberfall, tessa_stoneward)	0
parent(maeve_solaris, Z4)	parent(maeve_solaris, selene_lunaris)	0
resident_of(elara_solaris, sunreach)	resident_of(X, R) :- lives_in(X, S), located_in(S, R1), part_of(R1, R)	0
road(moonfen, B7)	road(moonfen, moonfen)	0
member_of_house(X0, Z)	member_of_house(liora_solaris, sunreach)	0
serves(X10, L110)	serves(toren_emberfall, evan_riverwyn)	0
lives_in(X8, S8)	lives_in(faye_thornvale, stonegate_keep)	0
parent(briar_thornvale, Z3)	parent(briar_thornvale, myra_emberfall)	0
lives_in(X2, S2)	lives_in(myra_emberfall, goldmarket)	0
parent(C, Z1)	parent(C, elara_solaris)	0
lives_in(bram_stoneward, S4)	lives_in(bram_stoneward, granite_bay)	0
within_region(central_realm, L3)	within_region(A, B) :- part_of(A, B)	0
resident_of(R1, riverlands)	resident_of(X, R) :- lives_in(X, S), located_in(S, R1), part_of(R1, R)	0
parent(maeve_solaris, isolde_thornvale)	parent(maeve_solaris, isolde_thornvale)	0
parent(petra_stoneward, Z4)	parent(petra_stoneward, aelric_solaris)	0
lives_in(X8, S8)	lives_in(theron_lunaris, emberfall_hold)	0
serves(X2, L12)	serves(darian_stoneward, seris_solaris)	0
parent(darian_stoneward, Z2)	parent(darian_stoneward, isolde_thornvale)	0
serves(X11, L111)	serves(L110, kellan_riverwyn)	0
parent(mira_riverwyn, Z11)	parent(mira_riverwyn, myra_emberfall)	0
part_of(R14, riverlands)	part_of(moonfen, riverlands)	0
located_in(S7, R17)	located_in(greenhollow, cinderlands)	0
parent(ren_emberfall, Z12)	parent(ren_emberfall, selene_lunaris)	0
road(stonecoast, moonfen)	road(stonecoast, moonfen)	0
lives_in(X7, S7)	lives_in(petra_stoneward, sunspire_keep)	0
part_of(R13, sunreach)	part_of(stonecoast, sunreach)	0
parent(sylvi_emberfall, Z5)	parent(sylvi_emberfall, cedric_thornvale)	0
parent(cassian_lunaris, Z9)	parent(cassian_lunaris, petra_stoneward)	0
parent(darius_solaris, Z4)	parent(darius_solaris, lyra_thornvale)	0
parent(nella_riverwyn, Z4)	parent(nella_riverwyn, myra_emberfall)	0
parent(aelric_solaris, Z0)	parent(aelric_solaris, rowan_thornvale)	0
serves(L13, L23)	serves(darian_stoneward, A)	0
parent(aelric_solaris, Z2)	parent(aelric_solaris, cassian_lunaris)	0
located_in(S1, R11)	located_in(emberfall_hold, stonecoast)	0
lives_in(X7, S7)	lives_in(elara_solaris, reedcross)	0
parent(iris_lunaris, Z3)	parent(iris_lunaris, myra_emberfall)	0
located_in(S1, R11)	located_in(granite_bay, sunreach)	0
serves(darian_stoneward, L12)	serves(darian_stoneward, garrick_emberfall)	0
parent(selene_lunaris, Z4)	parent(selene_lunaris, lyra_thornvale)	0
lives_in(maeve_solaris, S2)	lives_in(maeve_solaris, stonegate_keep)	0
parent(faye_thornvale, Z3)	parent(faye_thornvale, cassian_lunaris)	0
lives_in(X3, S3)	lives_in(kellan_riverwyn, moonwatch_castle)	0
serves(X9, L19)	serves(maris_riverwyn, nella_riverwyn)	0
lives_in(faye_thornvale, S3)	lives_in(faye_thornvale, rivermeet_hall)	0
serves(L19, L110)	serves(L19, talia_lunaris)	0
parent(sylvi_emberfall, Z3)	parent(sylvi_emberfall, maeve_solaris)	0
fealty_chain(maris_riverwyn, maris_riverwyn)	fealty_chain(X, L3) :- serves(X, L1), fealty_chain(L1, L3)	0
part_of(R12, B3)	part_of(R12, cinderlands)	0
lives_in(X8, S8)	lives_in(rhea_riverwyn, thornvale_manor)	0
serves(lyra_thornvale, L17)	serves(lyra_thornvale, evan_riverwyn)	0
lives_in(X4, S4)	lives_in(cedric_thornvale, ashport)	0
parent(rhea_riverwyn, Z4)	parent(rhea_riverwyn, aelric_solaris)	0
serves(X13, L113)	serves(maris_riverwyn, pyr_emberfall)	0
serves(X5, L15)	serves(selene_lunaris, ren_emberfall)	0
parent(liora_solaris, Z10)	parent(liora_solaris, aelric_solaris)	0
